Number;Genes;Adjusted p-value;Log fold change;Cluster
96;2810468N07Rik;3,72E-38;2,394447;No Class
97;Plekha2;5,07E-38;2,5527477;No Class
98;Erbb2ip;7,34E-38;2,2955418;No Class
99;Myo6;9,00E-38;2,4140155;No Class
0;Olig1;3,89E-116;12,954681;Oligo
1;Pllp;4,24E-114;10,95058;Oligo
2;Sox10;1,45E-113;13,246759;Oligo
3;Dbi;2,78E-113;5,1781898;Oligo
4;Cd9;1,83E-111;12,938216;Oligo
5;Qk;1,17E-110;6,991934;Oligo
6;S100a16;2,77E-110;11,449196;Oligo
7;Cd81;1,46E-109;2,60794;Oligo
8;Gatm;8,76E-105;9,696034;Oligo
9;Gjc3;2,39E-103;13,204174;Oligo
10;Phldb1;2,96E-101;8,107514;Oligo
11;Scd2;3,46E-100;4,405299;Oligo
12;Gm12222;1,25E-99;4,994621;Oligo
13;Tsc22d4;1,53E-97;8,991424;Oligo
14;Enpp2;3,66E-96;7,2939653;Oligo
15;Plekhb1;1,50E-94;9,145475;Oligo
16;Npc1;4,15E-93;4,3045716;Oligo
17;Cmtm5;7,47E-93;11,462966;Oligo
18;Bcas1;2,01E-91;11,266663;Oligo
19;Cercam;5,77E-90;8,945714;Oligo
20;Ugt8a;7,24E-90;11,133194;Oligo
21;S100a13;1,88E-88;8,703247;Oligo
22;Kcnj10;5,43E-86;9,545408;Oligo
23;S100a1;9,65E-84;8,314813;Oligo
24;Cd9-ps;6,19E-83;6,9943824;Oligo
25;Ftl1;7,80E-83;1,6400133;Oligo
26;2810468N07Rik;7,63E-81;6,3633137;Oligo
27;Cnp;1,05E-80;9,562953;Oligo
28;Cd63;1,04E-79;6,5605097;Oligo
29;Olig2;1,93E-79;10,629103;Oligo
30;Gltp;3,88E-79;8,061337;Oligo
31;Sirt2;5,96E-79;3,964173;Oligo
32;Hepacam;1,16E-77;7,890831;Oligo
33;Grb14;2,44E-77;7,326058;Oligo
34;Malat1;4,42E-77;1,3510035;Oligo
35;Plp1;8,32E-77;12,602878;Oligo
36;Jam3;1,40E-75;6,0072217;Oligo
37;Fa2h;4,43E-75;11,574962;Oligo
38;Cers2;7,48E-75;6,655675;Oligo
39;Ptma;2,32E-73;1,752074;Oligo
40;Rhog;6,29E-71;9,048545;Oligo
41;Wscd1;7,35E-71;5,9515133;Oligo
42;Gng5;1,03E-70;5,0739045;Oligo
43;H3f3a;1,12E-70;1,2606068;Oligo
44;Ptgds;3,97E-69;10,641807;Oligo
45;Cd63-ps;1,19E-68;3,6305478;Oligo
46;Apoe;1,72E-67;8,001794;Oligo
47;Lamp1;6,78E-67;1,9941521;Oligo
48;Gal3st1;1,23E-66;7,2739325;Oligo
49;Tmem258;1,80E-66;1,4544561;Oligo
50;Cdc42ep1;4,18E-66;8,465;Oligo
51;Litaf;1,38E-65;8,792407;Oligo
52;Arhgef10;3,13E-65;7,071656;Oligo
53;Rnf13;7,21E-65;2,7044854;Oligo
54;Myrf;7,81E-65;9,786589;Oligo
55;Cryab;1,31E-64;6,8142548;Oligo
56;Prdx1;5,30E-64;1,6615056;Oligo
57;Slc44a1;6,03E-63;5,5968328;Oligo
58;Dock10;1,89E-62;6,2039742;Oligo
59;Serinc5;5,35E-62;5,624491;Oligo
60;Trf;2,48E-61;11,204493;Oligo
61;Ddr1;5,39E-61;5,165238;Oligo
62;Ttyh2;2,02E-60;8,088001;Oligo
63;1700047M11Rik;5,36E-60;10,364959;Oligo
64;Mag;1,61E-59;11,21688;Oligo
65;Gm4617;2,62E-59;2,223879;Oligo
66;Gpm6b;2,78E-59;2,391333;Oligo
67;Tmbim6;3,65E-59;1,7270118;Oligo
68;Gsn;4,26E-59;7,239747;Oligo
69;Cldn11;5,28E-59;11,61154;Oligo
70;Tmem88b;1,28E-57;8,393133;Oligo
71;Csrp1;1,61E-57;7,2529263;Oligo
72;Hist1h2bc;2,31E-57;4,8006525;Oligo
73;Ftl2;3,25E-57;1,7199504;Oligo
74;Rab31;5,26E-57;5,145797;Oligo
75;Tnfaip6;7,59E-57;8,086938;Oligo
76;Ermn;7,90E-57;11,286227;Oligo
77;Gm7204;8,13E-57;2,1797054;Oligo
78;Mog;1,15E-56;11,216276;Oligo
79;Gab1;3,75E-56;7,8716874;Oligo
80;Nkx6-2;4,32E-56;10,256294;Oligo
81;Taldo1;8,57E-56;2,4229255;Oligo
82;Pla2g16;1,39E-55;8,733156;Oligo
83;Gm21399;2,00E-55;2,2185593;Oligo
84;Sec11c;3,18E-55;1,907734;Oligo
85;Apod;3,18E-55;9,685853;Oligo
86;Plxnb3;1,49E-54;9,785857;Oligo
87;Degs1;1,99E-54;1,8492707;Oligo
88;CYTB;1,03E-53;0,90048695;Oligo
89;Carhsp1;1,05E-53;7,391201;Oligo
90;Josd2;1,36E-53;3,2506607;Oligo
91;Opalin;1,08E-52;11,56505;Oligo
92;Gng11;1,23E-51;8,534472;Oligo
93;Mt1;1,49E-51;3,3144164;Oligo
94;Tspan2;1,53E-51;6,6108418;Oligo
95;Mal;1,61E-51;11,118335;Oligo
96;Tspan15;3,01E-51;7,5392327;Oligo
97;Gpr37;4,16E-51;8,278544;Oligo
98;Ptn;5,84E-51;4,426413;Oligo
99;Phgdh;9,25E-51;6,136504;Oligo
0;Atp13a5;1,34E-18;15,646597;Peri
1;Higd1b;1,34E-18;15,815601;Peri
2;Vtn;1,34E-18;17,827215;Peri
3;Ndufa4l2;1,34E-18;13,687341;Peri
4;Ifitm1;1,34E-18;14,504967;Peri
5;Rgs5;1,34E-18;13,001669;Peri
6;Igfbp7;1,50E-18;12,261171;Peri
7;Cald1;1,50E-18;11,956551;Peri
8;Ifitm2;2,05E-18;10,805882;Peri
9;Myl9;2,05E-18;14,9197855;Peri
10;Laptm4a;2,35E-18;3,5728335;Peri
11;Itm2b;2,73E-18;1,8922306;Peri
12;Ifitm3;3,70E-18;12,60828;Peri
13;Epas1;6,49E-18;10,6080675;Peri
14;Cox4i2;6,62E-18;12,84759;Peri
15;Sod3;6,66E-18;14,135922;Peri
16;Atp1a2;6,83E-18;11,60475;Peri
17;Art3;6,83E-18;13,207199;Peri
18;Sparc;6,83E-18;11,926032;Peri
19;Pdgfrb;7,08E-18;11,941524;Peri
20;Hspb1;9,22E-18;12,734727;Peri
21;Hsp25-ps1;9,34E-18;8,551531;Peri
22;Mfge8;1,03E-17;11,652906;Peri
23;Mgp;1,06E-17;11,577969;Peri
24;Nbl1;1,29E-17;8,108578;Peri
25;Ptn;1,58E-17;6,98202;Peri
26;Kcnj8;2,08E-17;16,273169;Peri
27;Rarres2;2,54E-17;12,127863;Peri
28;Gatm;2,60E-17;9,1583805;Peri
29;Myl12a;2,67E-17;6,9707894;Peri
30;Gng11;3,05E-17;12,397197;Peri
31;04. Sep;3,73E-17;5,4964533;Peri
32;Cst3;4,46E-17;2,9067008;Peri
33;Ppp1r14a;5,17E-17;11,002545;Peri
34;Rbpms;5,53E-17;10,621697;Peri
35;H3f3b;6,45E-17;1,8897086;Peri
36;Pla1a;1,29E-16;13,931993;Peri
37;Ackr3;1,57E-16;9,587221;Peri
38;Tm4sf1;2,20E-16;12,998775;Peri
39;Plat;2,23E-16;8,203257;Peri
40;P2ry14;2,62E-16;12,97576;Peri
41;Tagln2;2,98E-16;11,736747;Peri
42;Coro1b;4,81E-16;4,6657624;Peri
43;Pitpnc1;9,96E-16;5,807191;Peri
44;Abcc9;1,22E-15;14,091102;Peri
45;Tmsb4x;1,28E-15;1,8740828;Peri
46;Slc6a20a;1,79E-15;13,568853;Peri
47;Slc38a11;1,81E-15;13,103518;Peri
48;Cp;1,91E-15;9,744163;Peri
49;Adap2;2,06E-15;10,63662;Peri
50;Lamc1;2,85E-15;7,1344004;Peri
51;Colec12;2,88E-15;11,22468;Peri
52;Gjc1;3,26E-15;10,571155;Peri
53;Cd63;3,47E-15;7,1154685;Peri
54;Axl;4,79E-15;9,871382;Peri
55;Serinc3;6,79E-15;2,3972316;Peri
56;Cgnl1;7,70E-15;8,778164;Peri
57;Bloc1s1;8,44E-15;2,4254847;Peri
58;S100a11;1,16E-14;8,966038;Peri
59;Tmem204;1,18E-14;9,657501;Peri
60;Atp2a3;1,51E-14;11,989381;Peri
61;Itga1;2,40E-14;11,015883;Peri
62;Ftl1;2,54E-14;1,6315701;Peri
63;Zak;2,72E-14;7,210902;Peri
64;Gng5;3,35E-14;6,164835;Peri
65;Serpinh1;3,42E-14;10,329387;Peri
66;Cd81;3,58E-14;1,44096;Peri
67;Zfp36l1;4,19E-14;8,426231;Peri
68;Gm7676;4,24E-14;6,852838;Peri
69;Malat1;4,36E-14;1,7364156;Peri
70;Apold1;5,88E-14;8,311449;Peri
71;Dmd;9,33E-14;3,9166973;Peri
72;S1pr3;9,88E-14;8,085825;Peri
73;11. Sep;1,11E-13;2,4151535;Peri
74;Filip1l;1,65E-13;9,085829;Peri
75;Gm13861;2,12E-13;10,858261;Peri
76;Phlda1;2,12E-13;4,4551716;Peri
77;Tbx3;2,45E-13;8,919156;Peri
78;Cd63-ps;2,64E-13;4,003284;Peri
79;Jund;2,83E-13;2,8120682;Peri
80;Car4;4,40E-13;7,0784082;Peri
81;Myo1b;6,86E-13;6,901028;Peri
82;B2m;7,58E-13;2,8889487;Peri
83;Anxa5;8,31E-13;5,6812253;Peri
84;Hes1;9,58E-13;5,6485085;Peri
85;Ace2;9,68E-13;13,857953;Peri
86;Tnfaip1;9,90E-13;4,3695345;Peri
87;Enpep;1,12E-12;12,4357;Peri
88;Ggt5;1,17E-12;11,723578;Peri
89;Mylk;1,31E-12;7,4377866;Peri
90;Aspn;1,54E-12;12,36647;Peri
91;Prdx1;1,61E-12;1,9011979;Peri
92;Sdc2;1,83E-12;5,044868;Peri
93;Rgs4;2,33E-12;4,5940127;Peri
94;Dock6;2,91E-12;7,8282566;Peri
95;Gucy1b3;3,09E-12;3,3128016;Peri
96;Zbtb20;3,13E-12;6,9049034;Peri
97;Ece1;3,81E-12;4,553116;Peri
98;Arhgdib;4,67E-12;8,300804;Peri
99;Actb;4,91E-12;1,0784159;Peri
0;Pvalb;0;11,412964;Pvalb
1;Cntnap4;0;5,4028163;Pvalb
2;Cacna2d2;0;4,8413944;Pvalb
3;Man1c1;0;4,8558846;Pvalb
4;Paip2;0;1,3168322;Pvalb
5;Ndufv2;0;0,9770267;Pvalb
6;Tmx2;0;1,2503897;Pvalb
7;Atp5o;0;1,010557;Pvalb
8;Sncb;0;1,425069;Pvalb
9;Asns;0;2,168752;Pvalb
10;Cox7b;0;1,1023136;Pvalb
11;Ndufb5;0;1,182743;Pvalb
12;Pacsin2;0;4,2558975;Pvalb
13;Uqcrh;0;1,0650527;Pvalb
14;Ndufs2;0;1,3021389;Pvalb
15;Atp5f1;0;0,9383399;Pvalb
16;Esrrg;0;4,5512934;Pvalb
17;Laptm4b;0;2,912713;Pvalb
18;Btbd11;0;5,8749857;Pvalb
19;Cemip;0;5,799569;Pvalb
20;Uqcrc1;0;1,1448073;Pvalb
21;Ankrd29;0;4,4939084;Pvalb
22;Kcnk3;0;4,145286;Pvalb
23;Timm8a1;0;3,02652;Pvalb
24;Slc6a1;0;6,5355844;Pvalb
25;Nars;0;1,4610684;Pvalb
26;Rcan2;0;3,3255317;Pvalb
27;Cox4i1;0;0,7580069;Pvalb
28;Glrx5;0;1,5897782;Pvalb
29;Vdac2;0;0,9563972;Pvalb
30;Nxph1;0;7,631834;Pvalb
31;Prss23;0;6,5979805;Pvalb
32;Cox6b1;0;0,8800954;Pvalb
33;Idh3b;0;1,0618836;Pvalb
34;Sparcl1;0;2,966286;Pvalb
35;Fam210b;0;4,8281426;Pvalb
36;Zfp385a;0;3,3059947;Pvalb
37;Ghitm;0;1,3449569;Pvalb
38;Flt3;0;5,043082;Pvalb
39;Ank1;0;4,387715;Pvalb
40;Kcns3;0;6,1372137;Pvalb
41;Mdh2;0;0,9051448;Pvalb
42;Idh3a;0;1,3312167;Pvalb
43;Ppp1cc;0;1,9394597;Pvalb
44;Ndufa8;0;0,9831678;Pvalb
45;Ndufb8;0;0,96302265;Pvalb
46;Lpl;0;7,1511154;Pvalb
47;Gapdh;0;0,6057199;Pvalb
48;Gpr176;0;5,898357;Pvalb
49;Cartpt;0;7,582122;Pvalb
50;Scn1a;0;2,8121161;Pvalb
51;Atp5g3;0;1,001828;Pvalb
52;Atp5b;0;0,9572388;Pvalb
53;Slc25a3;0;0,91930234;Pvalb
54;Slc25a5;0;1,3076682;Pvalb
55;Atp5c1;0;1,0632843;Pvalb
56;Cyc1;0;1,2636374;Pvalb
57;Slc25a4;0;0,8674748;Pvalb
58;Fndc5;0;3,6832056;Pvalb
59;Cend1;0;1,9103914;Pvalb
60;Atp1b1;0;1,6954659;Pvalb
61;Nek7;0;8,044111;Pvalb
62;Rnd2;0;5,9987664;Pvalb
63;Kcnc1;0;4,4095645;Pvalb
64;Gm13629;0;6,6600013;Pvalb
65;Kcnc2;0;5,4821777;Pvalb
66;Ldhb;0;1,6759908;Pvalb
67;Mdh1;0;1,3657168;Pvalb
68;Phlda1;0;4,730376;Pvalb
69;Got1;0;2,009418;Pvalb
70;Cox6a2;0;8,997437;Pvalb
71;Cplx1;0;3,4788973;Pvalb
72;Tac1;0;11,64089;Pvalb
73;Kcnab3;0;5,30424;Pvalb
74;Ifitm10;0;4,6526465;Pvalb
75;Gm5514;0;1,5910362;Pvalb
76;Cox5a;0;1,1373028;Pvalb
77;Cycs;0;1,02148;Pvalb
78;Sox6;0;6,643503;Pvalb
79;Tmem132c;0;6,715785;Pvalb
80;Uqcrfs1;0;1,1597111;Pvalb
81;Hcn1;0;3,605839;Pvalb
82;Lhx6;0;6,8387113;Pvalb
83;Ndufa6;0;1,1254321;Pvalb
84;Atp5a1;0;0,9876362;Pvalb
85;Inpp5j;0;4,71558;Pvalb
86;Ndrg4;0;1,6049248;Pvalb
87;Sars;0;1,6059798;Pvalb
88;Pcp4l1;0;6,8147345;Pvalb
89;Nog;0;5,8517566;Pvalb
90;St3gal6;0;6,4534926;Pvalb
91;Selm;0;1,7158242;Pvalb
92;Ndufa12;0;1,2476192;Pvalb
93;Atp5j;0;1,0228034;Pvalb
94;Fgf12;0;2,259502;Pvalb
95;Tm6sf1;0;4,7600203;Pvalb
96;Erbb4;0;7,1341734;Pvalb
97;Gabrd;0;4,464662;Pvalb
98;Chchd10;0;1,4043326;Pvalb
99;Snhg4;0;3,922948;Pvalb
0;Tagln;7,35E-69;16,673727;SMC
1;Tpm2;7,35E-69;13,4696045;SMC
2;Myl6;7,35E-69;3,7909694;SMC
3;Myl9;7,35E-69;17,443481;SMC
4;Acta2;7,35E-69;17,129553;SMC
5;Gm5526;7,35E-69;4,1908774;SMC
6;Myh11;7,35E-69;15,961194;SMC
7;Tpm1;7,35E-69;5,7830014;SMC
8;Crip1;7,35E-69;16,591537;SMC
9;Mustn1;7,35E-69;12,075568;SMC
10;Wtip;7,35E-69;10,84344;SMC
11;Vim;8,17E-69;13,402409;SMC
12;Filip1l;8,17E-69;13,215634;SMC
13;Cald1;8,17E-69;12,172344;SMC
14;Ptrf;9,10E-69;12,694455;SMC
15;Gm10080;9,10E-69;3,857819;SMC
16;Zak;9,93E-69;10,436342;SMC
17;Igfbp7;1,10E-68;12,283396;SMC
18;Fxyd1;1,10E-68;8,875441;SMC
19;S100a11;1,14E-68;12,036873;SMC
20;Prkcdbp;1,72E-68;7,1906853;SMC
21;Dstn;2,18E-68;4,021543;SMC
22;Csrp1;2,24E-68;10,833484;SMC
23;Gm13889;3,32E-68;6,841754;SMC
24;Zfhx3;6,58E-68;10,235973;SMC
25;Hspb1;7,72E-68;13,2400055;SMC
26;Mylk;8,54E-68;12,097872;SMC
27;Sncg;8,54E-68;14,105173;SMC
28;Hsp25-ps1;9,25E-68;8,872146;SMC
29;Gm7665;1,87E-67;8,732703;SMC
30;Rbpms;1,87E-67;12,544336;SMC
31;Sparcl1;2,34E-67;4,79152;SMC
32;Actb;2,55E-67;2,2950726;SMC
33;Gng11;3,85E-67;12,304293;SMC
34;Rras;7,13E-67;9,642382;SMC
35;Epas1;7,13E-67;11,451254;SMC
36;Mgp;9,21E-67;11,448852;SMC
37;Ppp1r14a;1,63E-66;11,9873;SMC
38;Flna;1,80E-66;9,804313;SMC
39;Hspb2;2,09E-66;11,426714;SMC
40;CYTB;2,95E-66;2,0737095;SMC
41;Ifitm2;3,64E-66;9,941287;SMC
42;Pdlim3;4,14E-66;12,044357;SMC
43;LOC102635661;7,78E-66;4,0319343;SMC
44;Fth1;7,38E-65;1,7874249;SMC
45;Sparc;7,38E-65;12,134938;SMC
46;Mfge8;9,82E-65;12,4172;SMC
47;Gm8894;1,11E-64;3,9604683;SMC
48;Pfn1;1,19E-64;2,2093554;SMC
49;Map3k7cl;1,85E-64;12,80868;SMC
50;LOC102637129;2,79E-64;6,817258;SMC
51;Tagln2;7,21E-64;11,782239;SMC
52;Mcam;8,51E-64;12,741971;SMC
53;Pln;8,88E-64;12,368128;SMC
54;Crip2;1,58E-63;4,8298798;SMC
55;Ifitm3;1,97E-63;11,857956;SMC
56;Ppp1r12a;2,10E-63;3,5896413;SMC
57;Phldb2;3,15E-63;11,392613;SMC
58;Aspn;3,43E-63;15,086963;SMC
59;Bcam;3,43E-63;11,017034;SMC
60;Slc38a11;3,68E-63;14,616942;SMC
61;Lmod1;4,78E-63;11,876171;SMC
62;Tinagl1;2,22E-62;12,328762;SMC
63;Timp3;2,96E-62;9,416485;SMC
64;Des;4,19E-62;14,058633;SMC
65;H3f3a;4,22E-62;2,0667083;SMC
66;Ahnak;4,39E-62;9,2602825;SMC
67;Myl12a;5,09E-62;6,1725845;SMC
68;Gm13861;5,72E-62;12,681709;SMC
69;Gng5;9,98E-62;6,6077538;SMC
70;Rgs5;1,07E-61;10,656623;SMC
71;Cnn2;1,82E-61;11,067461;SMC
72;Pde3a;4,08E-61;11,014592;SMC
73;Tns1;4,49E-61;8,682143;SMC
74;Serping1;4,55E-61;12,708363;SMC
75;Cd9;9,51E-61;12,022409;SMC
76;Tgfb1i1;1,45E-60;7,0902166;SMC
77;ND4;1,49E-60;1,9375067;SMC
78;Gja4;1,94E-60;10,849408;SMC
79;Lgals1;2,49E-60;9,353406;SMC
80;Utrn;4,12E-60;6,2891097;SMC
81;COX1;4,72E-60;1,6304629;SMC
82;Rsu1;6,40E-60;5,998413;SMC
83;Mir143hg;6,53E-60;13,046372;SMC
84;Itgb1;9,24E-60;7,0914645;SMC
85;Crim1;1,14E-59;7,188181;SMC
86;Cryab;1,14E-59;6,7462883;SMC
87;Rbpms2;1,25E-59;12,096452;SMC
88;Notch3;1,78E-59;8,690692;SMC
89;Cst3;9,65E-59;2,5842342;SMC
90;Palld;1,12E-58;9,372497;SMC
91;Lamb2;1,25E-58;10,751229;SMC
92;Rap1a;1,62E-58;3,5244954;SMC
93;Tm4sf1;1,97E-58;11,977773;SMC
94;Ybx1;2,06E-58;2,5022845;SMC
95;Snhg18;2,45E-58;10,978345;SMC
96;Rhoc;5,54E-58;8,646476;SMC
97;Tuba1c;8,29E-58;8,815059;SMC
98;Prss23;1,12E-57;8,296174;SMC
99;Mob2;1,32E-57;4,1920724;SMC
0;Nov;1,05E-51;8,310271;Serpinf1
1;Gsto1;3,77E-51;3,7747304;Serpinf1
2;Kcnip1;4,65E-48;7,0731363;Serpinf1
3;Enpp2;6,43E-48;7,747691;Serpinf1
4;Cnr1;5,62E-46;5,707516;Serpinf1
5;Ndufa13;1,26E-43;1,5207275;Serpinf1
6;Necab2;1,39E-42;6,6296377;Serpinf1
7;Elmo1;3,10E-42;4,182321;Serpinf1
8;Ap1s2;5,01E-42;5,4657774;Serpinf1
9;E530001K10Rik;5,11E-41;6,1579785;Serpinf1
10;Sp8;6,43E-41;7,44547;Serpinf1
11;Nt5dc2;1,13E-39;7,5590425;Serpinf1
12;Adarb2;1,47E-39;8,049888;Serpinf1
13;Dner;1,72E-39;4,786816;Serpinf1
14;Mt1;2,89E-39;4,4182124;Serpinf1
15;Tcerg1l;1,52E-38;6,239918;Serpinf1
16;Cntn4;3,27E-38;4,4049807;Serpinf1
17;Camk2d;5,23E-38;3,7750745;Serpinf1
18;Rgs8;5,23E-38;5,596217;Serpinf1
19;Luzp2;5,10E-37;6,592258;Serpinf1
20;Lppr1;7,26E-37;5,674209;Serpinf1
21;2900055J20Rik;1,19E-36;3,0469012;Serpinf1
22;Slc44a5;2,19E-36;6,016938;Serpinf1
23;Ogfrl1;3,85E-36;2,6980255;Serpinf1
24;Pcdh20;6,27E-36;6,7901483;Serpinf1
25;Nr3c2;1,03E-35;4,351824;Serpinf1
26;Tnfaip8l3;1,51E-35;7,5138364;Serpinf1
27;Cacng5;1,93E-35;6,7567105;Serpinf1
28;Cck;2,66E-35;5,588516;Serpinf1
29;Pnoc;9,94E-35;7,5362105;Serpinf1
30;Tcf4;3,03E-34;1,7789638;Serpinf1
31;Zbtb20;3,75E-34;6,2328196;Serpinf1
32;Shisa9;7,95E-34;4,3788056;Serpinf1
33;Dlx1as;1,01E-33;5,662262;Serpinf1
34;Mt2;1,12E-33;6,2514496;Serpinf1
35;Rgs7bp;2,12E-33;1,9503092;Serpinf1
36;Alcam;2,69E-33;4,086992;Serpinf1
37;Sema3c;2,01E-32;6,5970445;Serpinf1
38;Igf1;2,10E-32;6,70748;Serpinf1
39;Rgs16;3,56E-32;5,499942;Serpinf1
40;Magi1;3,66E-32;2,6930854;Serpinf1
41;Fhl1;3,66E-32;3,615399;Serpinf1
42;Gnao1;4,74E-32;1,4761177;Serpinf1
43;Rgs10;4,95E-32;5,523548;Serpinf1
44;Dlx1;5,51E-32;5,384212;Serpinf1
45;Gpx4;1,07E-31;0,8673704;Serpinf1
46;Serpinf1;2,22E-31;8,837185;Serpinf1
47;Tuba8;5,85E-31;5,078621;Serpinf1
48;Cpne7;5,86E-31;5,5529075;Serpinf1
49;Qpct;1,53E-30;5,0907016;Serpinf1
50;Kcnip4;3,76E-30;3,3963292;Serpinf1
51;Cd24a;4,57E-30;7,3113456;Serpinf1
52;Plekhg1;4,78E-30;6,465808;Serpinf1
53;Ppp1r2;5,32E-30;1,9742956;Serpinf1
54;Dlx6os1;6,09E-30;6,3231993;Serpinf1
55;Gpr12;6,48E-30;3,8948982;Serpinf1
56;Gng4;7,96E-30;3,9904504;Serpinf1
57;Prox1;1,05E-29;5,8140807;Serpinf1
58;Enho;1,11E-29;2,8154373;Serpinf1
59;Maf;1,29E-29;4,8208103;Serpinf1
60;Kctd16;1,39E-29;3,850575;Serpinf1
61;Cplx2;1,49E-29;3,38434;Serpinf1
62;Eps8;1,49E-29;5,592486;Serpinf1
63;Sox1;1,64E-29;4,9838405;Serpinf1
64;Zbtb16;1,67E-29;2,8861082;Serpinf1
65;Scg3;2,10E-29;1,9189631;Serpinf1
66;Gad1;2,19E-29;7,371929;Serpinf1
67;Npy;3,36E-29;8,191606;Serpinf1
68;Gm17750;4,37E-29;5,3965034;Serpinf1
69;Ccnh;5,81E-29;1,4838929;Serpinf1
70;Htra1;1,01E-28;5,366123;Serpinf1
71;Nrxn3;1,09E-28;2,2349453;Serpinf1
72;Dhx32;2,55E-28;3,738796;Serpinf1
73;Bcat1;3,94E-28;3,273018;Serpinf1
74;Nrip3;5,58E-28;4,0924745;Serpinf1
75;A530058N18Rik;7,03E-28;4,8862677;Serpinf1
76;Larp1b;8,05E-28;4,0258965;Serpinf1
77;Mgat5b;8,30E-28;4,224172;Serpinf1
78;Sntg1;1,31E-27;3,2298872;Serpinf1
