Number;Genes;Adjusted p-value;Log fold change;Cluster
79;Slc24a3;1,44E-27;3,7716458;Serpinf1
80;Sez6;1,85E-27;3,6705787;Serpinf1
81;Resp18;3,33E-27;2,7421052;Serpinf1
82;Aplp2;3,61E-27;1,2117838;Serpinf1
83;Scg2;1,14E-26;2,8879945;Serpinf1
84;Rab3c;1,28E-26;2,4706454;Serpinf1
85;Rasgrf2;1,61E-26;4,193126;Serpinf1
86;G0s2;1,96E-26;4,56149;Serpinf1
87;Sh3bgrl;2,29E-26;3,1158211;Serpinf1
88;Cnn3;2,50E-26;4,563603;Serpinf1
89;Vstm2a;3,11E-26;2,7984548;Serpinf1
90;Tmem55a;3,11E-26;2,178145;Serpinf1
91;Kcnn2;3,17E-26;3,5403988;Serpinf1
92;Shisa8;4,12E-26;5,9787793;Serpinf1
93;Zfp536;6,39E-26;4,851638;Serpinf1
94;Gng2;8,80E-26;2,0522594;Serpinf1
95;Car2;9,52E-26;5,5890226;Serpinf1
96;Fgf1;2,43E-25;5,328331;Serpinf1
97;Fam163a;3,98E-25;5,4399223;Serpinf1
98;Frmd7;4,82E-25;7,58713;Serpinf1
99;Fam174a;1,12E-24;1,5829947;Serpinf1
0;Cnr1;2,14E-156;6,956153;Sncg
1;Lppr1;1,68E-148;6,8850727;Sncg
2;Npas1;7,37E-146;8,542158;Sncg
3;Gng2;2,94E-145;3,0717432;Sncg
4;Kcnip1;2,66E-135;6,783791;Sncg
5;Nrxn3;1,62E-133;2,8337567;Sncg
6;Sncg;6,10E-131;11,537137;Sncg
7;Adarb2;2,45E-130;8,458506;Sncg
8;Necab1;5,84E-130;4,719888;Sncg
9;Kctd12;6,63E-128;7,062844;Sncg
10;Cxcl14;1,36E-125;9,970744;Sncg
11;Sema3c;1,33E-124;7,674816;Sncg
12;Dlx1as;1,70E-124;6,6092815;Sncg
13;Enho;2,05E-121;3,4557428;Sncg
14;Egln3;6,56E-121;7,4374213;Sncg
15;Tnfaip8l3;1,58E-120;8,504573;Sncg
16;Gpx4;2,67E-120;1,1183695;Sncg
17;Cplx2;2,40E-119;3,826661;Sncg
18;Qpct;4,38E-119;5,733985;Sncg
19;Htr3a;5,58E-118;9,635294;Sncg
20;Npas3;1,55E-116;6,145454;Sncg
21;Dlx6os1;6,96E-116;7,1889434;Sncg
22;Nrip3;2,54E-114;4,624327;Sncg
23;Sp8;2,87E-114;5,9849467;Sncg
24;Elmod1;1,15E-113;2,325995;Sncg
25;Celf6;1,15E-113;4,325639;Sncg
26;Shisa9;1,05E-112;4,5850983;Sncg
27;Jam2;2,73E-112;7,1553693;Sncg
28;Rwdd3;2,73E-112;5,5594616;Sncg
29;Rgs12;8,43E-112;7,6562557;Sncg
30;2610001J05Rik;9,20E-112;2,2048774;Sncg
31;Fxyd6;3,66E-111;4,926269;Sncg
32;Gng4;6,38E-109;4,585572;Sncg
33;Nap1l5;1,02E-108;2,2106652;Sncg
34;Fgf1;2,70E-108;6,9031844;Sncg
35;Cadps2;6,12E-108;6,4848847;Sncg
36;Pcdh20;1,57E-107;6,5777965;Sncg
37;Megf10;3,60E-105;7,7789683;Sncg
38;Eps8;6,67E-105;6,710718;Sncg
39;Rnd2;7,90E-105;5,1477375;Sncg
40;Morf4l2;2,52E-104;1,1712004;Sncg
41;Slc44a5;2,39E-101;5,6308904;Sncg
42;03. Mar;4,82E-101;5,8849025;Sncg
43;Col25a1;4,48E-100;5,812977;Sncg
44;Cck;8,90E-100;5,7616544;Sncg
45;Dner;1,72E-99;4,341646;Sncg
46;Qdpr;3,34E-99;1,9456762;Sncg
47;Atp6v1g1;8,22E-99;1,1798211;Sncg
48;Cntnap2;2,76E-98;3,413074;Sncg
49;Nr2f2;7,85E-98;6,1970544;Sncg
50;Pnoc;2,66E-96;6,99543;Sncg
51;Pcp4l1;8,06E-96;6,4054837;Sncg
52;Arhgap24;8,19E-96;5,926583;Sncg
53;Cygb;1,57E-95;3,600312;Sncg
54;Frem1;5,37E-95;7,6396637;Sncg
55;Gm31271;8,02E-94;6,3558598;Sncg
56;Tsn;1,77E-93;1,3406947;Sncg
57;Ciapin1;2,16E-92;2,630428;Sncg
58;1700019L22Rik;7,78E-92;5,345288;Sncg
59;Sh3bgrl;8,61E-92;3,3340325;Sncg
60;Cpne2;9,58E-91;6,3861017;Sncg
61;Ache;1,01E-90;3,5789974;Sncg
62;Acot7;1,28E-90;1,3466457;Sncg
63;Atp1b3;1,33E-90;1,8788494;Sncg
64;Unc5b;3,50E-90;5,975153;Sncg
65;Igf1;7,56E-90;6,4394464;Sncg
66;Abat;1,69E-89;4,031489;Sncg
67;P2ry1;2,01E-89;8,286612;Sncg
68;Serpina12;2,62E-89;5,847917;Sncg
69;G0s2;2,24E-88;4,8504033;Sncg
70;A530058N18Rik;2,40E-88;4,979109;Sncg
71;Vstm2a;1,47E-87;2,9083803;Sncg
72;Nr3c2;3,70E-87;3,7434406;Sncg
73;Gnao1;4,57E-87;1,3520536;Sncg
74;Necab2;3,84E-86;5,5422053;Sncg
75;Ndufa13;4,45E-86;1,6234015;Sncg
76;Grip1;8,86E-85;3,6964731;Sncg
77;Bend4;1,31E-84;3,7979805;Sncg
78;Clic4;3,05E-84;5,6063385;Sncg
79;Rgmb;3,18E-84;3,0580847;Sncg
80;Krt1;1,10E-83;4,2679377;Sncg
81;Gm7338;3,41E-83;1,1728442;Sncg
82;Atf4;7,13E-83;1,683476;Sncg
83;Cd81;1,38E-82;1,0661433;Sncg
84;Stk32c;2,96E-82;3,633105;Sncg
85;Slc25a1;5,10E-82;3,4943225;Sncg
86;Cited2;8,09E-82;2,7336574;Sncg
87;Elovl5;1,89E-81;4,464898;Sncg
88;Klhl13;7,78E-81;5,5522685;Sncg
89;Galnt14;9,24E-81;4,5969954;Sncg
90;Wnt5a;9,43E-81;5,944559;Sncg
91;E530001K10Rik;1,52E-80;4,7342505;Sncg
92;Serpina3n;1,83E-80;5,3320394;Sncg
93;Dlx2;8,73E-80;4,5782123;Sncg
94;Vat1;2,57E-79;3,4997973;Sncg
95;Cacng4;4,61E-79;4,4827137;Sncg
96;App;6,51E-79;1,5170028;Sncg
97;Fstl5;3,19E-78;4,862361;Sncg
98;Sqstm1;5,99E-78;1,0042226;Sncg
99;Rragb;2,23E-77;2,0658386;Sncg
0;Sst;0;14,250828;Sst
1;Fhl1;0;3,2164388;Sst
2;Kcnip1;0;5,7521744;Sst
3;Ugdh;0;3,315862;Sst
4;Utrn;0;3,567668;Sst
5;Atp1b1;0;1,3080834;Sst
6;Slc32a1;0;4,5184345;Sst
7;Gm14164;0;2,5170038;Sst
8;Dleu7;0;3,7910464;Sst
9;Vstm2a;0;2,6718974;Sst
10;Neto2;0;3,7000148;Sst
11;Chd3os;0;1,4645066;Sst
12;Dlx5;0;4,63754;Sst
13;Cdh13;0;4,7231765;Sst
14;Gm13889;0;3,7075474;Sst
15;Cacna2d2;0;4,0376506;Sst
16;Cgref1;0;3,6071985;Sst
17;Dnm3;0;1,9026699;Sst
18;Slc35g2;0;3,102764;Sst
19;Npy;0;7,029762;Sst
20;Scoc;0;1,2590607;Sst
21;Rcan2;0;3,118028;Sst
22;Cntnap3;0;5,0034432;Sst
23;Ifit2;0;5,38508;Sst
24;Inafm1;0;2,485458;Sst
25;Reln;0;5,6468716;Sst
26;Samd5;0;3,4441109;Sst
27;Unc13c;0;6,290667;Sst
28;Rnh1;0;2,5926402;Sst
29;Npas1;0;5,486045;Sst
30;Snx8;0;3,806254;Sst
31;Gprasp2;0;2,1631145;Sst
32;Gad2;0;6,54067;Sst
33;Ptprm;0;4,24593;Sst
34;Psme1;0;1,87025;Sst
35;Dlx6;0;3,3230157;Sst
36;Vstm2b;0;3,4162378;Sst
37;Smarcd3;0;2,247684;Sst
38;Col19a1;0;4,206503;Sst
39;Peg3;0;2,245882;Sst
40;Frmd4b;0;4,3620353;Sst
41;Zfp385a;0;2,7408721;Sst
42;Ly6h;0;1,4772491;Sst
43;Nsg1;0;1,2631536;Sst
44;Lgals1;0;6,0264635;Sst
45;Tmeff2;0;2,7187304;Sst
46;Ngfrap1;0;1,1113415;Sst
47;Gng3;0;1,2468474;Sst
48;Syngr3;0;1,6533616;Sst
49;Crhbp;0;7,403076;Sst
50;Pfn2;0;1,0873228;Sst
51;Lypd6;0;7,4605646;Sst
52;Tmem130;0;2,6163964;Sst
53;Arx;0;5,5878816;Sst
54;Rasgrp2;0;4,897266;Sst
55;Ache;0;3,831716;Sst
56;Grm1;0;5,334351;Sst
57;Nxph1;0;7,926072;Sst
58;Satb1;0;4,44931;Sst
59;Tmem91;0;4,7755103;Sst
60;Elfn1;0;6,332425;Sst
61;Mafb;0;6,1151505;Sst
62;Rpp25;0;5,5323358;Sst
63;Klf5;0;4,967047;Sst
64;Lypd6b;0;6,9948754;Sst
65;Sox6;0;6,9587116;Sst
66;Nipsnap3b;0;4,416046;Sst
67;Nrsn2;0;4,6119637;Sst
68;Rbp4;0;6,688812;Sst
69;Grin3a;0;7,5746274;Sst
70;Lhx6;0;7,9957476;Sst
71;Rab3b;0;6,7796674;Sst
72;Synpr;0;7,6902676;Sst
73;Masp1;0;4,875034;Sst
74;Zcchc12;0;6,2291427;Sst
75;Calb1;0;7,3517423;Sst
76;Stxbp6;0;4,8040257;Sst
77;Lurap1l;0;2,982557;Sst
78;Nrip2;0;4,357664;Sst
79;Camk2n2;0;2,653392;Sst
80;Trhde;0;4,6745806;Sst
81;Mgat4c;0;4,760606;Sst
82;Grik3;0;4,355991;Sst
83;Eef1e1;0;1,917947;Sst
84;Kcnc2;0;4,225035;Sst
85;Nap1l5;0;1,9374659;Sst
86;Glrx;0;2,163194;Sst
87;Rab27b;0;3,2232907;Sst
88;Rgs17;0;2,3616288;Sst
89;Laptm4b;0;2,6622877;Sst
90;Dgkg;0;3,4008822;Sst
91;Ifitm10;0;4,021205;Sst
92;Pitpnc1;0;4,004429;Sst
93;Lgmn;0;1,810892;Sst
94;Neto1;0;3,307765;Sst
95;Elavl2;0;2,8257873;Sst
96;Kctd8;0;6,052156;Sst
97;Zwint;0;1,3248196;Sst
98;Slc5a5;0;4,958974;Sst
99;Grik1;0;4,244884;Sst
0;Apod;1,90E-83;16,407696;VLMC
1;Laptm4a;1,90E-83;4,3699417;VLMC
2;Ifitm2;1,45E-82;10,876615;VLMC
3;Ptn;3,53E-81;7,829719;VLMC
4;Nupr1;3,68E-81;9,897647;VLMC
5;Serping1;3,68E-81;14,384064;VLMC
6;Apoe;1,93E-80;12,912892;VLMC
7;Col1a2;2,12E-80;14,673577;VLMC
8;S100a11;2,13E-80;10,762166;VLMC
9;Cd63;2,89E-80;8,59538;VLMC
10;Serpinf1;3,80E-80;13,286699;VLMC
11;Igfbp2;5,33E-80;13,068801;VLMC
12;Cped1;6,19E-80;11,979099;VLMC
13;Cxcl12;8,15E-80;10,21835;VLMC
14;Dcn;1,26E-79;16,568377;VLMC
15;Ifitm3;1,47E-79;13,023707;VLMC
16;Sparc;3,96E-79;12,500664;VLMC
17;Ptgds;5,16E-79;14,949978;VLMC
18;Ftl1;8,01E-78;2,7077372;VLMC
19;Slc6a13;1,65E-77;16,91033;VLMC
20;Igf2;1,65E-77;16,272503;VLMC
21;Emp3;1,85E-77;11,097799;VLMC
22;Pcolce;2,23E-77;14,254008;VLMC
23;Timp3;2,92E-77;10,127554;VLMC
24;Cd63-ps;4,40E-77;5,2180586;VLMC
25;Zic1;8,38E-77;11,817486;VLMC
26;Nbl1;1,47E-76;7,5900345;VLMC
27;Zfp36l1;1,51E-76;9,716042;VLMC
28;Vtn;1,55E-76;15,428864;VLMC
29;Atp1a2;5,06E-76;11,619926;VLMC
30;Cfh;1,08E-75;13,76197;VLMC
31;Foxc1;2,15E-74;11,805659;VLMC
32;Itm2b;2,48E-74;1,5334007;VLMC
33;Myl12a;7,08E-74;6,4307013;VLMC
34;Colec12;9,83E-74;12,979215;VLMC
35;Slc6a20a;5,53E-73;15,160074;VLMC
36;Cp;6,73E-73;10,920576;VLMC
37;Arhgap29;6,90E-73;9,02366;VLMC
38;Itm2a;1,86E-72;9,189937;VLMC
39;Bgn;1,93E-72;12,941518;VLMC
40;Atp1b3;2,17E-72;3,394633;VLMC
41;Cald1;3,08E-72;8,6596775;VLMC
42;Gm7665;4,15E-72;7,2847147;VLMC
43;Prelp;5,65E-72;12,150881;VLMC
44;Ftl2;6,31E-72;2,7665043;VLMC
45;Pltp;1,06E-71;11,245265;VLMC
46;Slc1a3;1,45E-71;11,113808;VLMC
47;Anxa2;4,15E-71;10,614903;VLMC
48;Col1a1;8,49E-71;13,035321;VLMC
49;Slc7a11;1,33E-70;11,297819;VLMC
50;Fcgrt;4,16E-70;10,942843;VLMC
51;Id3;6,15E-70;10,112305;VLMC
52;Aldh1a2;6,83E-70;16,419067;VLMC
53;Cst3;2,10E-68;2,404504;VLMC
54;Serpinh1;2,45E-68;10,403067;VLMC
55;Gja1;3,23E-68;10,049342;VLMC
56;Gng5;4,66E-68;6,2380877;VLMC
57;Vamp5;1,05E-67;11,171202;VLMC
58;Glul;2,72E-66;4,684374;VLMC
59;Ctsl;9,94E-66;2,610737;VLMC
60;Slc22a6;1,79E-65;16,85827;VLMC
61;Ctsh;3,04E-65;11,774093;VLMC
62;B2m;3,35E-65;3,9338865;VLMC
63;Gpx8;9,42E-65;9,548645;VLMC
64;LOC102637129;3,17E-64;5,3717117;VLMC
65;Olfml3;3,78E-64;12,203359;VLMC
66;Isyna1;4,15E-64;6,309657;VLMC
67;Pdgfra;1,41E-63;10,806719;VLMC
68;Vcam1;1,67E-63;10,49941;VLMC
69;Cgnl1;2,24E-63;8,218824;VLMC
70;Pcca;2,35E-63;5,9205546;VLMC
71;Lum;2,76E-63;16,332699;VLMC
72;Efemp1;3,02E-63;10,652866;VLMC
73;Gjb2;5,13E-63;13,711938;VLMC
74;LOC100861618;8,06E-63;10,605427;VLMC
75;Gstm1;1,75E-62;7,919214;VLMC
76;Anxa5;4,77E-62;5,462823;VLMC
77;Ogn;7,01E-62;13,773615;VLMC
78;Lpar1;1,83E-61;8,204672;VLMC
79;Gm10116;2,66E-61;2,6894069;VLMC
80;Slc22a8;6,02E-61;12,372645;VLMC
81;Lgals1;8,06E-61;8,105876;VLMC
82;Itih5;8,81E-61;10,6276655;VLMC
83;Cd81;8,99E-61;1,7900066;VLMC
84;Cnn2;4,18E-60;10,035216;VLMC
85;Slc13a4;6,61E-60;13,885454;VLMC
86;Islr;2,16E-59;9,58293;VLMC
87;Sepp1;2,57E-59;9,574301;VLMC
88;Slc3a2;3,00E-59;2,9684784;VLMC
89;Phlda1;4,28E-59;4,7625527;VLMC
90;Trf;6,67E-59;10,735312;VLMC
91;Cpq;4,46E-58;9,959476;VLMC
92;Cmbl;4,68E-58;8,566605;VLMC
93;Rcn3;8,34E-58;10,951226;VLMC
94;Tbx18;2,17E-57;11,602339;VLMC
95;Tnfsf12;3,31E-57;6,8148956;VLMC
96;Fxyd1;3,32E-57;5,860918;VLMC
97;Mdk;3,71E-57;8,683446;VLMC
98;Rbp1;4,03E-57;10,334151;VLMC
99;Gjb6;1,15E-56;11,636535;VLMC
0;Ap1s2;0;5,9219623;Vip
1;Hnrnpa2b1;0;0,64935833;Vip
2;Scg2;0;2,7722223;Vip
3;Resp18;0;2,5767412;Vip
4;Sez6;0;3,2442732;Vip
5;Tmem130;0;2,2071984;Vip
6;Cxcl14;0;7,222315;Vip
7;A530058N18Rik;0;4,4219065;Vip
8;Enho;0;2,4005828;Vip
9;Rgs16;0;5,0632353;Vip
10;Kcnip1;0;5,3643055;Vip
11;Dennd2a;0;3,744151;Vip
12;Slc2a13;0;2,7696955;Vip
13;Magi3;0;3,3126683;Vip
14;Srrm4;0;2,6422944;Vip
15;Dlx2;0;4,4678464;Vip
16;Npas3;0;4,624935;Vip
17;Rpp25;0;4,762993;Vip
18;Rgs8;0;4,446156;Vip
19;Bex4;0;1,9743524;Vip
20;Dlx1as;0;4,660394;Vip
21;Gad1;0;7,676919;Vip
22;Sema3c;0;5,232242;Vip
23;Slc24a3;0;3,6860914;Vip
24;Lurap1l;0;2,6510158;Vip
25;Sox2ot;0;4,595591;Vip
26;Wsb1;0;1,577946;Vip
27;Dner;0;3,4869342;Vip
28;Pcbd1;0;4,0197387;Vip
29;Nrip3;0;3,47047;Vip
30;Galnt14;0;3,8441133;Vip
31;Elmod1;0;1,6483037;Vip
32;Zfp804a;0;3,7894642;Vip
33;Gad2;0;6,3129516;Vip
34;Arl4c;0;3,7088943;Vip
35;Slc32a1;0;4,1862206;Vip
36;Npas1;0;5,525597;Vip
37;Tac2;0;8,194211;Vip
38;Nr2e1;0;5,8505225;Vip
39;Gm5087;0;4,9743114;Vip
40;E530001K10Rik;0;4,382616;Vip
41;Wbp5;0;1,1773887;Vip
42;Elfn1;0;4,552415;Vip
43;Glra2;0;4,6666718;Vip
44;Ddah1;0;3,6782677;Vip
45;Gm3134;0;5,742471;Vip
46;Cbln2;0;4,6092877;Vip
47;Kit;0;5,605914;Vip
48;Htr3a;0;7,903124;Vip
49;Cpne2;0;5,817361;Vip
50;Asic1;0;3,6009681;Vip
51;Bex1;0;2,0896068;Vip
52;LOC102632463;0;7,82361;Vip
53;Nap1l5;0;2,0596142;Vip
54;Gpd1;0;5,14123;Vip
55;Vstm2l;0;3,3770244;Vip
56;Igsf3;0;4,6169853;Vip
57;Limch1;0;3,9729204;Vip
58;Cnr1;0;4,664827;Vip
59;Crh;0;10,527908;Vip
60;Sh3bgrl;0;3,712147;Vip
61;Fxyd6;0;4,782559;Vip
62;Dlx6os1;0;7,3176737;Vip
63;Asic4;0;7,57405;Vip
64;Prox1;0;8,037738;Vip
65;Rgs10;0;6,420411;Vip
66;Tcf4;0;2,03345;Vip
67;Dlx1;0;6,348443;Vip
68;Synpr;0;8,526439;Vip
69;Adarb2;0;9,018723;Vip
70;Igf1;0;8,344139;Vip
71;Vip;0;14,640301;Vip
72;Pthlh;0;8,211665;Vip
73;Sall1;0;7,2498093;Vip
74;Cd63;0;6,065173;Vip
75;Sorcs3;0;4,796174;Vip
76;Gm17750;0;5,5505342;Vip
77;Htra1;0;5,023504;Vip
78;Uchl3;0;1,7209444;Vip
79;Fstl5;0;4,808689;Vip
80;Ptprz1;0;5,6810946;Vip
81;Nr2f2;0;5,3361435;Vip
82;Qpct;0;4,679887;Vip
83;Adra1b;0;4,4790144;Vip
84;Tiam1;0;3,140927;Vip
85;Calb2;0;9,074859;Vip
86;H3f3b;0;0,7900018;Vip
87;Erbb4;0;6,201828;Vip
88;Inpp5f;0;2,5255957;Vip
89;Nrxn3;0;2,197458;Vip
90;Zcchc12;0;5,8905764;Vip
91;Grpr;0;9,114876;Vip
92;Vstm2a;0;2,9590929;Vip
93;Cpne7;0;5,517805;Vip
94;Csmd3;0;3,6827667;Vip
95;Penk;0;8,26366;Vip
96;Zfp536;0;5,3707767;Vip
97;Cit;0;2,3687732;Vip
98;Npy1r;0;4,688037;Vip
99;Rit2;0;1,5518634;Vip
0;Cx3cl1;9,98E-70;1,7244904;nan
1;Mical2;5,36E-67;2,3479955;nan
2;Fscn1;4,02E-63;1,8516325;nan
3;Dmtn;1,64E-60;1,4975702;nan
4;Fam131a;7,36E-60;2,5003111;nan
5;Eno2;2,17E-59;1,4364173;nan
6;Nefl;9,91E-58;3,5445259;nan
7;Pak1;1,60E-55;1,8749458;nan
8;R3hdm4;2,09E-55;1,7369885;nan
9;Brinp1;6,23E-54;2,262036;nan
10;Dnajb5;1,34E-53;2,885125;nan
11;Tmem151a;1,34E-53;1,9173046;nan
12;Syp;1,56E-53;1,2629701;nan
13;Psap;4,90E-53;0,9681648;nan
14;Galnt9;1,41E-52;3,2257512;nan
15;Ncdn;2,03E-52;1,5760326;nan
16;Ndrg4;6,27E-52;1,2486968;nan
17;Rtn3;1,19E-50;0,7963266;nan
18;Arf3;5,13E-50;1,4983784;nan
19;Arc;1,82E-49;4,281644;nan
20;Nefm;3,12E-49;3,7433958;nan
21;Cyfip2;4,96E-49;1,8873422;nan
22;App;5,99E-49;1,0243944;nan
23;Extl1;8,07E-49;2,8823135;nan
24;Atp1a3;8,63E-49;1,6980028;nan
25;Gm5559;9,83E-49;1,0298798;nan
26;Rangap1;1,29E-48;1,7757196;nan
27;Stxbp1;1,31E-47;1,1792629;nan
28;Clstn3;2,20E-47;1,8008147;nan
29;Slc4a10;3,13E-47;1,5662639;nan
30;Kifc2;4,18E-47;1,8205758;nan
31;Gpr162;6,80E-47;1,4340239;nan
32;Trim9;2,31E-46;1,6669666;nan
33;Dbn1;2,87E-46;1,7849208;nan
34;Tubb4a;2,21E-45;1,1576864;nan
35;Chst8;2,95E-45;4,3862286;nan
36;Ap2a1;2,62E-44;1,6660663;nan
37;Lasp1;2,62E-44;2,3234148;nan
38;Sult4a1;3,21E-44;1,2982637;nan
39;Apbb1;4,82E-44;1,3375719;nan
40;Cyb561;6,51E-44;2,1192603;nan
41;Chst1;2,50E-43;2,2745287;nan
42;Adora1;3,95E-43;3,2209737;nan
43;Stx1b;4,13E-43;1,5007472;nan
44;Chrm1;5,02E-43;2,4131906;nan
45;Hk1;5,11E-43;1,6076959;nan
46;Ptk2b;6,86E-43;3,5696664;nan
47;Scamp5;9,19E-43;1,3632394;nan
48;Tmem198;1,36E-42;2,3641;nan
49;Icam5;2,87E-42;2,7088306;nan
50;Tenm2;5,49E-42;2,198339;nan
51;D030054H15Rik;5,90E-42;2,22034;nan
52;Synpo;8,08E-42;2,4947007;nan
53;Nrcam;8,56E-42;1,5632336;nan
54;Dctn1;9,52E-42;1,4943483;nan
55;Etv5;2,96E-41;2,2939599;nan
56;Sirpa;6,71E-41;1,7581016;nan
57;Camk2b;7,15E-41;1,2396796;nan
58;Tox;9,16E-41;3,145685;nan
59;Bhlhe40;1,30E-40;3,5403628;nan
60;Slc17a7;2,31E-40;4,2087955;nan
61;Kcnip3;2,38E-40;3,2154796;nan
62;Cap2;4,37E-40;2,0880663;nan
63;Ptpn5;4,72E-40;1,8039178;nan
64;Dgat2;4,76E-40;2,2928777;nan
65;Zfp365;7,37E-40;1,9078658;nan
66;Prkcg;1,07E-39;2,889859;nan
67;Pik3r2;1,15E-39;2,2158267;nan
68;Lppr2;1,32E-39;1,5844127;nan
69;Vamp2;2,28E-39;0,76175857;nan
70;Camk2a;2,48E-39;1,9198983;nan
71;8430419L09Rik;3,10E-39;1,3994089;nan
72;Got2;4,65E-39;1,2262803;nan
73;Dlg1;4,75E-39;2,1093593;nan
74;Ndrg3;5,00E-39;1,0566027;nan
75;Magee1;8,12E-39;1,4181045;nan
76;Tiam2;1,03E-38;3,0189593;nan
77;Stx6;2,03E-38;1,7091976;nan
78;Slc25a22;6,46E-38;1,5094992;nan
79;Rnf112;7,14E-38;2,1183417;nan
80;Apba2;1,54E-37;1,6717159;nan
81;Rasgrf1;1,66E-37;1,8775653;nan
82;Nr4a1;2,00E-37;3,099112;nan
83;05. Sep;2,21E-37;1,2895435;nan
84;Slc20a1;2,35E-37;2,1209822;nan
85;Mapk8ip2;2,46E-37;1,7014598;nan
86;Rap1gap;2,46E-37;1,6070963;nan
87;Ldb2;3,05E-37;3,119417;nan
88;9430020K01Rik;3,77E-37;2,9861085;nan
89;Tenm3;4,12E-37;2,7830837;nan
90;Dusp6;4,14E-37;2,659461;nan
91;Tspyl1;5,35E-37;1,1942362;nan
92;Dclk1;6,76E-37;1,1665971;nan
93;Sorl1;9,90E-37;2,1925685;nan
94;Slc6a7;2,28E-36;2,6481004;nan
95;Tmem132a;3,42E-36;2,09609;nan
96;Sprn;3,63E-36;2,0678031;nan
97;Elmo2;4,02E-36;2,0613146;nan
98;Camkv;5,05E-36;1,8131216;nan
99;Tcf25;5,07E-36;0,8071935;nan